344432,672,-1168,32,-245,629,-74,0
346944,640,-1200,-32,-238,630,-77,0
349448,688,-1184,-128,-238,630,-77,0
351968,608,-1296,-160,-247,627,-78,0
354472,704,-1184,-112,-247,627,-78,0
356992,576,-1184,0,-244,629,-77,0
359504,576,-1216,-160,-244,629,-77,0
362016,640,-1168,-64,-243,633,-75,0
364528,688,-1200,-96,-243,633,-75,0
367032,704,-1216,-112,-246,632,-71,0
369544,720,-1248,-80,-246,632,-71,0
372056,688,-1168,-64,-247,633,-75,0
374576,576,-1136,-48,-247,633,-75,0
377080,656,-1120,-64,-244,629,-77,0
379600,624,-1136,16,-244,629,-77,0
382104,736,-1104,0,-245,626,-78,0
384616,656,-1232,-64,-245,626,-78,0
387136,720,-1136,-96,-247,628,-75,0
389640,752,-1232,-48,-247,628,-75,0
392152,704,-1168,-160,-249,635,-77,0
394672,720,-1216,-160,-249,635,-77,0
397184,656,-1184,-176,-248,632,-75,0
399696,720,-1104,-16,-248,632,-75,0
402200,672,-1184,-112,-246,631,-74,0
404720,656,-1136,-64,-246,631,-74,0
407232,624,-1168,-112,-248,628,-77,0
409744,688,-1184,-64,-248,628,-77,0
412256,672,-1152,-96,-246,635,-75,0
414768,704,-1232,-64,-246,635,-75,0
417272,688,-1168,-112,-245,634,-76,0
419784,688,-1152,-48,-245,634,-76,0
422296,624,-1152,-64,-244,629,-79,0
424816,736,-1232,-80,-244,629,-79,0
427320,640,-1168,-48,-245,627,-77,0
429840,640,-1216,16,-245,627,-77,0
432344,672,-1168,-48,-244,625,-75,0
434856,704,-1168,-112,-244,625,-75,0
437376,672,-1168,-112,-246,626,-77,0
439888,640,-1184,-96,-246,626,-77,0
442400,688,-1168,-64,-243,628,-77,0
444904,720,-1248,0,-243,628,-77,0
447416,720,-1168,-96,-245,630,-78,0
449928,672,-1232,0,-245,630,-78,0
452448,704,-1200,-64,-246,634,-77,0
454960,672,-1136,-64,-246,634,-77,0
457464,672,-1152,-64,-247,628,-74,0
459976,688,-1200,16,-247,628,-74,0
462488,672,-1232,-80,-244,622,-82,0
465008,656,-1200,-48,-244,622,-82,0
467520,672,-1232,-80,-247,632,-73,0
470032,640,-1168,-48,-247,632,-73,0
472536,672,-1216,-176,-245,631,-79,0
475048,688,-1184,-64,-245,631,-79,0
477560,656,-1200,0,-246,633,-77,0
480080,720,-1184,-64,-246,633,-77,0
482584,688,-1216,-96,-246,633,-77,0
485104,624,-1136,-80,-246,633,-77,0
487608,576,-1232,-64,-247,632,-78,0
490120,656,-1296,0,-247,632,-78,0
492632,576,-1104,-96,-243,633,-76,0
495152,672,-1152,-96,-243,633,-76,0
497656,672,-1200,-96,-243,637,-75,0
500176,624,-1088,-16,-243,637,-75,0
502680,656,-1232,-80,-250,628,-78,0
505192,688,-1136,-96,-250,628,-78,0
507712,704,-1200,-48,-247,635,-76,0
510216,704,-1216,-96,-247,635,-76,0
512736,672,-1136,-64,-244,634,-75,0
515248,640,-1120,-64,-244,634,-75,0
517752,704,-1216,0,-246,628,-77,0
520272,736,-1184,-144,-246,628,-77,0
522776,688,-1184,-80,-246,633,-73,0
525288,720,-1184,64,-246,633,-73,0
527800,704,-1168,-64,-247,637,-78,0
530320,704,-1152,0,-247,637,-78,0
532832,704,-1168,-64,-246,623,-79,0
535336,800,-1056,-128,-246,623,-79,0
537856,720,-1232,-64,-248,635,-74,0
540360,640,-1232,0,-248,635,-74,0
542872,672,-1152,-128,-245,630,-78,0
545392,672,-1152,-144,-245,630,-78,0
547904,736,-1184,-64,-247,629,-75,0
550408,656,-1184,-64,-247,629,-75,0
552928,672,-1200,-96,-244,633,-80,0
555432,688,-1184,-80,-244,633,-80,0
557952,688,-1184,0,-245,633,-76,0
560464,640,-1232,-80,-245,633,-76,0
562968,704,-1184,16,-248,630,-76,0
565488,656,-1184,-96,-248,630,-76,0
567992,640,-1136,0,-247,630,-75,0
570512,640,-1168,-32,-247,630,-75,0
573024,688,-1296,-96,-249,635,-74,0
575528,688,-1136,-112,-249,635,-74,0
578048,688,-1152,0,-244,632,-80,0
580552,624,-1184,-96,-244,632,-80,0
583064,720,-1168,32,-245,632,-76,0
585584,672,-1120,-80,-245,632,-76,0
588088,656,-1232,-16,-247,632,-76,0
590608,640,-1168,-64,-247,632,-76,0
593120,688,-1200,-48,-246,630,-80,0
595632,624,-1168,0,-246,630,-80,0
598136,640,-1168,-96,-247,629,-79,0
600648,672,-1232,-64,-247,629,-79,0
603160,688,-1200,-80,-249,626,-76,0
605680,656,-1184,-112,-249,626,-76,0
608192,640,-1232,-128,-245,628,-76,0
610704,608,-1216,-96,-245,628,-76,0
613216,752,-1152,-144,-245,629,-76,0
615728,640,-1072,-112,-245,629,-76,0
618240,624,-1120,0,-247,626,-77,0
620744,720,-1152,-64,-247,626,-77,0
623264,688,-1168,-64,-247,625,-77,0
625776,560,-1136,-96,-247,625,-77,0
628280,640,-1152,-80,-250,629,-76,0
630808,688,-1168,16,-250,629,-76,0
633304,656,-1168,16,-247,626,-77,0
635816,576,-1168,-112,-247,626,-77,0
638336,656,-1136,-64,-247,631,-77,0
640848,688,-1296,-144,-247,631,-77,0
643360,672,-1152,32,-245,635,-76,0
645864,720,-1184,-112,-245,635,-76,0
648384,704,-1136,-128,-248,631,-76,0
650888,656,-1200,-96,-248,631,-76,0
653400,672,-1152,-96,-247,628,-78,0
655920,656,-1152,-144,-247,628,-78,0
658432,704,-1200,-80,-246,630,-77,0
660944,688,-1168,-96,-246,630,-77,0
663448,576,-1168,0,-244,633,-80,0
665960,592,-1200,-64,-244,633,-80,0
668472,656,-1232,-96,-244,634,-78,0
670984,688,-1168,-32,-244,634,-78,0
673496,768,-1168,-32,-248,630,-76,0
676008,624,-1152,-96,-248,630,-76,0
678520,688,-1152,-112,-246,628,-78,0
681032,704,-1152,0,-246,628,-78,0
683552,720,-1200,-96,-246,631,-75,0
686056,688,-1232,-64,-246,631,-75,0
688568,608,-1184,-48,-247,631,-79,0
691080,704,-1232,-48,-247,631,-79,0
693600,672,-1232,-16,-247,631,-77,0
696112,688,-1136,0,-247,631,-77,0
698616,720,-1120,-48,-244,627,-78,0
701136,720,-1136,0,-244,627,-78,0
703640,672,-1152,-96,-247,631,-77,0
706152,688,-1152,-16,-247,631,-77,0
708664,656,-1152,80,-246,637,-79,0
711184,656,-1248,-64,-246,637,-79,0
713688,688,-1168,-96,-248,626,-76,0
716200,752,-1136,-16,-248,626,-76,0
718712,704,-1152,-48,-245,629,-76,0
721232,688,-1152,-112,-245,629,-76,0
723736,784,-1168,-112,-249,630,-74,0
726248,496,-1152,-80,-249,630,-74,0
728768,640,-1184,0,-247,632,-76,0
731272,640,-1120,-80,-247,632,-76,0
733784,672,-1200,-128,-246,629,-77,0
736304,672,-1136,0,-246,629,-77,0
738816,624,-1216,-96,-251,626,-78,0
741320,688,-1152,-48,-251,626,-78,0
743840,688,-1280,0,-244,629,-77,0
746344,672,-1184,-32,-244,629,-77,0
748864,704,-1280,-64,-247,630,-76,0
751376,688,-1200,-80,-247,630,-76,0
753888,720,-1120,-64,-245,630,-75,0
756400,656,-1232,-64,-245,630,-75,0
758912,704,-1184,0,-246,626,-78,0
761424,672,-1184,-48,-246,626,-78,0
763936,656,-1184,-80,-243,627,-76,0
766440,688,-1232,-96,-243,627,-76,0
768952,656,-1168,-128,-245,630,-74,0
771472,640,-1184,-96,-245,630,-74,0
773976,688,-1136,-96,-244,632,-75,0
776488,672,-1152,-32,-244,632,-75,0
779000,688,-1216,-96,-246,634,-76,0
781512,720,-1216,32,-246,634,-76,0
784024,624,-1168,-32,-249,632,-79,0
786544,720,-1152,-128,-249,632,-79,0
789048,688,-1184,-128,-244,625,-77,0
791560,672,-1232,-64,-244,625,-77,0
794080,640,-1184,-48,-246,630,-79,0
796592,688,-1168,0,-246,630,-79,0
799096,688,-1184,-112,-248,634,-79,0
801616,656,-1184,-176,-248,634,-79,0
804120,624,-1200,-64,-248,629,-79,0
806632,656,-1168,-96,-248,629,-79,0
809144,608,-1232,16,-244,628,-76,0
811656,672,-1184,-80,-244,628,-76,0
814168,704,-1088,0,-245,632,-71,0
816688,672,-1152,0,-245,632,-71,0
819200,720,-1136,-16,-244,627,-78,0
821712,624,-1184,0,-244,627,-78,0
824216,672,-1184,-32,-242,625,-76,0
826728,672,-1200,-64,-242,625,-76,0
829248,704,-1184,-112,-247,629,-80,0
831760,656,-1168,0,-247,629,-80,0
834272,752,-1168,-64,-248,631,-76,0
836776,736,-1168,-48,-248,631,-76,0
839296,672,-1120,-96,-246,631,-74,0
841808,672,-1232,-80,-246,631,-74,0
844312,704,-1152,-96,-246,630,-77,0
846832,608,-1216,-64,-246,630,-77,0
849344,720,-1200,16,-242,637,-75,0
851848,640,-1216,-96,-242,637,-75,0
854368,672,-1184,-64,-246,631,-79,0
856880,688,-1136,16,-246,631,-79,0
859384,656,-1232,-80,-246,628,-79,0
861904,688,-1168,0,-246,628,-79,0
864408,688,-1248,-112,-244,629,-80,0
866920,672,-1232,-112,-244,629,-80,0
869440,656,-1168,-144,-247,629,-74,0
871952,672,-1152,-80,-247,629,-74,0
874456,704,-1184,0,-247,626,-74,0
876968,656,-1232,-128,-247,626,-74,0
879480,704,-1168,-64,-244,637,-76,0
882000,688,-1200,-96,-244,637,-76,0
884504,624,-1072,-80,-249,629,-76,0
887024,704,-1200,0,-249,629,-76,0
889536,720,-1168,16,-246,629,-78,0
892040,736,-1200,-96,-246,629,-78,0
894552,672,-1168,0,-245,632,-75,0
897072,688,-1104,0,-245,632,-75,0
899576,672,-1152,-64,-248,638,-79,0
902096,672,-1136,-80,-248,638,-79,0
904600,688,-1136,-48,-246,629,-76,0
907112,608,-1200,-48,-246,629,-76,0
909632,576,-1136,-80,-247,631,-77,0
912136,672,-1184,-64,-247,631,-77,0
914648,688,-1216,-176,-244,627,-77,0
917160,688,-1120,-48,-244,627,-77,0
919680,672,-1136,-112,-243,633,-74,0
922192,672,-1104,16,-243,633,-74,0
924696,624,-1136,-64,-247,629,-81,0
927216,688,-1232,0,-247,629,-81,0
929728,640,-1200,-64,-246,628,-76,0
932240,672,-1184,-112,-246,628,-76,0
934744,672,-1152,0,-243,632,-75,0
937264,640,-1152,16,-243,632,-75,0
939768,688,-1152,48,-245,629,-76,0
942280,624,-1216,-96,-245,629,-76,0
944800,672,-1168,-64,-249,638,-76,0
947304,592,-1232,-64,-249,638,-76,0
949824,720,-1200,-96,-246,629,-75,0
952344,672,-1136,-112,-246,629,-75,0
954848,688,-1152,-32,-243,630,-79,0
957352,656,-1232,-64,-243,630,-79,0
959872,672,-1152,0,-250,626,-74,0
962376,672,-1104,0,-250,626,-74,0
964888,720,-1168,-96,-244,636,-75,0
967408,704,-1216,-96,-244,636,-75,0
969912,672,-1120,-112,-246,627,-76,0
972432,656,-1200,-128,-246,627,-76,0
974944,672,-1200,-32,-243,633,-78,0
977448,592,-1184,-32,-243,633,-78,0
979968,624,-1200,-48,-246,626,-82,0
982472,656,-1168,-96,-246,626,-82,0
984984,656,-1168,-16,-246,633,-74,0
987496,688,-1152,-80,-246,633,-74,0
990016,688,-1184,-48,-245,622,-76,0
992528,640,-1232,-32,-245,622,-76,0
995040,672,-1168,-64,-246,631,-74,0
997544,656,-1152,-80,-246,631,-74,0
1000056,656,-1136,-96,-246,628,-79,0
1002576,736,-1120,-96,-246,628,-79,0
1005088,624,-1200,0,-244,627,-76,0
1007600,640,-1200,-32,-244,627,-76,0
1010104,608,-1168,-96,-245,627,-78,0
1012624,688,-1200,-96,-245,627,-78,0
1015136,720,-1216,-80,-245,634,-75,0
1017640,640,-1136,-96,-245,634,-75,0
1020152,688,-1152,-64,-243,631,-74,0
1022664,688,-1216,0,-243,631,-74,0
1025176,688,-1136,-64,-250,633,-76,0
1027688,688,-1152,-80,-250,633,-76,0
1030208,704,-1168,-80,-249,628,-73,0
1032720,736,-1136,-16,-249,628,-73,0
1035224,688,-1296,-64,-245,631,-77,0
1037736,640,-1248,-80,-245,631,-77,0
1040256,688,-1168,-96,-241,630,-77,0
1042768,656,-1104,-128,-241,630,-77,0
1045272,672,-1184,16,-244,632,-79,0
1047792,720,-1072,-48,-244,632,-79,0
1050296,656,-1152,-16,-242,631,-74,0
1052808,640,-1248,-32,-242,631,-74,0
1055328,608,-1168,16,-244,635,-80,0
1057832,608,-1184,-208,-244,635,-80,0
1060344,688,-1152,32,-247,625,-75,0
1062864,688,-1168,16,-247,625,-75,0
1065376,656,-1168,0,-244,633,-76,0
1067888,688,-1168,-32,-244,633,-76,0
1070392,624,-1200,-32,-247,630,-74,0
1072904,736,-1136,-128,-247,630,-74,0
1075424,656,-1200,-128,-245,630,-75,0
1077928,752,-1184,-32,-245,630,-75,0
1080440,672,-1216,-96,-245,632,-80,0
1082952,672,-1168,-32,-245,632,-80,0
1085464,672,-1152,-64,-243,628,-76,0
1087984,592,-1152,-32,-243,628,-76,0
1090488,672,-1200,-96,-248,627,-75,0
1093008,688,-1136,-80,-248,627,-75,0
1095520,688,-1184,-64,-246,634,-78,0
1098024,736,-1184,-80,-246,634,-78,0
1100536,672,-1152,16,-245,629,-74,0
1103048,704,-1136,-80,-245,629,-74,0
1105568,688,-1168,-48,-245,629,-77,0
1108080,656,-1200,-64,-245,629,-77,0
1110584,704,-1200,-64,-245,626,-74,0
1113104,720,-1232,-112,-245,626,-74,0
1115616,656,-1200,0,-244,634,-78,0
1118128,688,-1104,-128,-244,634,-78,0
1120640,672,-1088,-32,-248,627,-75,0
1123152,688,-1136,0,-248,627,-75,0
1125664,688,-1152,-48,-243,634,-80,0
1128168,672,-1184,-112,-243,634,-80,0
1130688,688,-1184,-96,-247,625,-73,0
1133200,688,-1264,-112,-247,625,-73,0
1135712,640,-1136,-96,-246,635,-76,0
1138216,672,-1168,-96,-246,635,-76,0
1140728,720,-1168,-64,-249,640,-73,0
1143248,736,-1168,-32,-249,640,-73,0
1145752,752,-1184,-48,-248,627,-78,0
1148264,656,-1152,0,-248,627,-78,0
1150784,656,-1088,0,-246,633,-75,0
1153288,640,-1248,-48,-246,633,-75,0
1155800,672,-1216,-96,-245,633,-77,0
1158320,672,-1088,-112,-245,633,-77,0
1160832,672,-1120,0,-250,628,-75,0
1163336,608,-1184,-64,-250,628,-75,0
1165848,624,-1216,-48,-244,626,-73,0
1168360,704,-1104,0,-244,626,-73,0
1170872,624,-1200,-32,-249,632,-75,0
1173384,704,-1136,-48,-249,632,-75,0
1175904,736,-1168,-176,-247,632,-78,0
1178416,608,-1168,-64,-247,632,-78,0
1180928,640,-1168,16,-245,629,-71,0
1183432,672,-1184,-64,-245,629,-71,0
1185944,656,-1136,-64,-245,627,-81,0
1188464,736,-1184,0,-245,627,-81,0
1190976,720,-1248,-80,-249,633,-77,0
1193480,656,-1168,-64,-249,633,-77,0
1195992,720,-1200,-80,-248,629,-84,0
1198512,624,-1184,-48,-248,629,-84,0
1201016,704,-1120,0,-245,630,-75,0
1203536,640,-1168,-80,-245,630,-75,0
1206048,720,-1184,0,-246,630,-78,0
1208560,672,-1120,-64,-246,630,-78,0
1211064,656,-1168,-112,-244,635,-77,0
1213584,672,-1200,-96,-244,635,-77,0
1216096,656,-1168,-112,-245,632,-77,0
1218600,688,-1136,-112,-245,632,-77,0
1221112,688,-1136,64,-249,632,-75,0
1223632,704,-1216,32,-249,632,-75,0
1226136,720,-1232,-112,-250,635,-79,0
1228648,736,-1216,-64,-250,635,-79,0
1231160,720,-1136,0,-247,627,-74,0
1233672,704,-1232,-64,-247,627,-74,0
1236184,592,-1168,48,-244,624,-73,0
1238696,688,-1200,-64,-244,624,-73,0
1241216,624,-1200,-80,-246,632,-76,0
1243720,672,-1104,64,-246,632,-76,0
1246232,688,-1168,-64,-248,634,-75,0
1248752,704,-1120,0,-248,634,-75,0
1251256,592,-1264,-80,-245,630,-73,0
1253776,544,-1136,-96,-245,630,-73,0
1256280,656,-1152,-48,-245,632,-79,0
1258800,608,-1216,-64,-245,632,-79,0
1261312,640,-1200,0,-241,634,-78,0
1263824,624,-1184,-64,-241,634,-78,0
1266336,704,-1232,-48,-246,628,-81,0
1268848,704,-1152,-48,-246,628,-81,0
1271360,672,-1200,-64,-243,634,-75,0
1273880,672,-1184,-64,-243,634,-75,0
1276384,672,-1136,-96,-247,632,-77,0
1278896,704,-1136,-80,-247,632,-77,0
1281408,720,-1120,0,-248,632,-79,0
1283920,576,-1232,32,-248,632,-79,0
1286424,688,-1152,-80,-248,630,-78,0
1288936,640,-1168,-144,-248,630,-78,0
1291448,640,-1168,-64,-248,634,-76,0
1293960,656,-1168,32,-248,634,-76,0
1296480,656,-1168,16,-245,630,-77,0
1298984,656,-1216,-64,-245,630,-77,0
1301504,688,-1168,-80,-244,627,-77,0
1304016,672,-1136,0,-244,627,-77,0
1306520,720,-1152,-64,-248,629,-77,0
1309040,752,-1200,-48,-248,629,-77,0
1311544,688,-1152,-112,-247,630,-76,0
1314056,688,-1216,-48,-247,630,-76,0
1316576,688,-1184,-64,-242,633,-78,0
1319080,800,-1136,-128,-242,633,-78,0
1321592,672,-1120,16,-243,628,-78,0
1324112,624,-1280,-16,-243,628,-78,0
1326616,688,-1200,-32,-250,629,-77,0
1329128,672,-1168,-96,-250,629,-77,0
1331648,736,-1104,16,-244,628,-73,0
1334152,704,-1184,-48,-244,628,-73,0
1336664,672,-1168,-32,-243,630,-81,0
1339184,736,-1184,64,-243,630,-81,0
1341696,688,-1200,-112,-250,629,-76,0
1344208,656,-1136,-48,-250,629,-76,0
1346720,704,-1168,0,-248,628,-76,0
1349224,720,-1152,-32,-248,628,-76,0
1351736,720,-1184,-96,-247,637,-77,0
1354248,688,-1104,0,-247,637,-77,0
1356768,688,-1088,0,-245,630,-79,0
1359272,656,-1136,-96,-245,630,-79,0
1361784,720,-1184,-48,-242,629,-73,0
1364304,624,-1136,-112,-242,629,-73,0
1366808,576,-1248,0,-249,633,-81,0
1369320,736,-1216,-64,-249,633,-81,0
1371832,608,-1136,-96,-247,631,-76,0
1374352,640,-1232,-80,-247,631,-76,0
1376864,672,-1248,-128,-241,629,-74,0
1379376,688,-1152,-96,-241,629,-74,0
1381888,640,-1184,0,-242,627,-75,0
1384392,688,-1136,-80,-242,627,-75,0
1386912,720,-1136,-64,-244,631,-81,0
1389416,704,-1136,-64,-244,631,-81,0
1391936,672,-1184,-64,-247,629,-74,0
1394440,688,-1200,-96,-247,629,-74,0
1396952,736,-1120,-128,-246,632,-77,0
1399464,608,-1184,-80,-246,632,-77,0
1401984,656,-1152,-64,-245,634,-78,0
1404488,656,-1152,16,-245,634,-78,0
1407008,672,-1168,-96,-250,630,-76,0
1409512,720,-1168,-48,-250,630,-76,0
1412024,688,-1184,-48,-248,632,-75,0
1414536,624,-1216,-96,-248,632,-75,0
1417048,640,-1152,16,-246,632,-78,0
1419568,672,-1184,-80,-246,632,-78,0
1422072,608,-1200,16,-243,630,-75,0
1424592,752,-1136,-64,-243,630,-75,0
1427104,624,-1280,0,-247,629,-75,0
1429608,656,-1120,-80,-247,629,-75,0
1432120,688,-1152,0,-244,633,-80,0
1434640,656,-1168,-96,-244,633,-80,0
1437152,640,-1232,-176,-244,632,-73,0
1439656,688,-1168,-96,-244,632,-73,0
1442168,624,-1184,-48,-249,628,-75,0
1444680,640,-1200,-96,-249,628,-75,0
1447200,624,-1184,-112,-246,629,-79,0
1449712,720,-1232,-64,-246,629,-79,0
1452216,592,-1216,-32,-247,628,-77,0
1454728,672,-1200,-144,-247,628,-77,0
1457248,640,-1200,-112,-250,625,-76,0
1459752,752,-1168,-112,-250,625,-76,0
1462264,624,-1200,0,-248,631,-78,0
1464776,768,-1168,-80,-248,631,-78,0
1467296,672,-1120,-64,-244,632,-75,0
1469800,704,-1152,-128,-244,632,-75,0
1472312,624,-1152,-64,-244,633,-77,0
1474824,640,-1216,-112,-244,633,-77,0
1477336,656,-1136,-48,-251,632,-74,0
1479848,720,-1200,-48,-251,632,-74,0
1482368,672,-1168,-96,-245,627,-77,0
1484872,672,-1168,0,-245,627,-77,0
1487384,688,-1184,-80,-245,627,-76,0
1489896,640,-1184,-112,-245,627,-76,0
1492416,672,-1184,-128,-248,630,-79,0
1494928,656,-1168,-80,-248,630,-79,0
1497440,672,-1232,0,-244,626,-75,0
1499944,656,-1152,-16,-244,626,-75,0
1502456,672,-1200,-96,-244,636,-76,0
1504968,640,-1152,-96,-244,636,-76,0
1507488,640,-1120,-64,-243,632,-79,0
1510000,752,-1136,-32,-243,632,-79,0
1512512,688,-1120,-64,-248,629,-77,0
1515016,704,-1216,-64,-248,629,-77,0
1517536,704,-1184,-48,-244,628,-74,0
1520048,688,-1120,-64,-244,628,-74,0
1522560,752,-1152,-176,-243,635,-81,0
1525072,704,-1232,-64,-243,635,-81,0
1527576,640,-1104,0,-246,627,-76,0
1530096,768,-1120,0,-246,627,-76,0
1532608,592,-1200,-128,-242,630,-79,0
1535112,672,-1216,0,-242,630,-79,0
1537624,672,-1136,0,-246,634,-78,0
1540144,704,-1232,16,-246,634,-78,0
1542648,640,-1152,0,-250,628,-77,0
1545168,640,-1184,0,-250,628,-77,0
1547672,640,-1152,0,-247,627,-75,0
1550184,736,-1136,-80,-247,627,-75,0
1552696,656,-1168,-48,-241,630,-77,0
1555216,672,-1232,-80,-241,630,-77,0
1557728,688,-1168,0,-245,631,-76,0
1560232,672,-1136,-112,-245,631,-76,0
1562744,608,-1296,-32,-248,626,-79,0
1565264,656,-1120,0,-248,626,-79,0
1567776,624,-1168,-32,-245,632,-78,0
1570288,752,-1168,0,-245,632,-78,0
1572792,720,-1200,0,-244,625,-78,0
1575304,720,-1184,-112,-244,625,-78,0
1577824,736,-1184,-96,-247,627,-78,0
1580336,656,-1168,-144,-247,627,-78,0
1582840,672,-1136,0,-245,627,-74,0
1585360,656,-1152,-80,-245,627,-74,0
1587872,608,-1152,-80,-246,628,-76,0
1590384,640,-1248,-96,-246,628,-76,0
1592896,656,-1072,-112,-250,630,-74,0
1595416,720,-1216,0,-250,630,-74,0
1597912,688,-1232,-128,-245,628,-75,0
1600432,672,-1248,-16,-245,628,-75,0
1602944,640,-1152,0,-249,630,-76,0
1605448,656,-1168,0,-249,630,-76,0
1607960,672,-1168,-48,-244,626,-76,0
1610472,640,-1152,-96,-244,626,-76,0
1612992,656,-1168,-48,-244,627,-82,0
1615504,688,-1280,0,-244,627,-82,0
1618008,688,-1168,-144,-247,631,-74,0
1620520,688,-1200,-32,-247,631,-74,0
1623040,672,-1136,-64,-247,632,-77,0
1625552,688,-1296,-64,-247,632,-77,0
1628064,688,-1264,0,-249,628,-75,0
1630576,640,-1120,32,-249,628,-75,0
1633080,704,-1152,-96,-245,630,-77,0
1635592,720,-1232,-96,-245,630,-77,0
1638112,608,-1168,0,-248,637,-80,0
1640624,672,-1168,-48,-248,637,-80,0
1643136,624,-1168,-96,-246,632,-77,0
1645648,672,-1200,-112,-246,632,-77,0
1648160,640,-1232,-64,-249,632,-75,0
1650672,656,-1168,-80,-249,632,-75,0
1653176,752,-1232,-112,-246,627,-76,0
1655688,624,-1184,-48,-246,627,-76,0
1658208,656,-1184,-64,-245,627,-77,0
1660720,704,-1168,-64,-245,627,-77,0
1663224,640,-1152,-96,-251,629,-77,0
1665744,656,-1168,0,-251,629,-77,0
1668248,656,-1152,-48,-245,631,-74,0
1670768,720,-1152,-80,-245,631,-74,0
1673272,672,-1088,-64,-240,629,-75,0
1675784,704,-1152,-80,-240,629,-75,0
1678296,672,-1216,-80,-248,631,-80,0
1680808,656,-1216,-144,-248,631,-80,0
1683320,624,-1184,-80,-246,627,-76,0
1685840,720,-1232,-128,-246,627,-76,0
1688344,656,-1120,-64,-249,627,-76,0
1690864,688,-1200,-64,-249,627,-76,0
1693368,704,-1200,0,-246,630,-76,0
1695888,672,-1072,-48,-246,630,-76,0
1698392,608,-1200,-112,-243,635,-76,0
1700912,656,-1120,0,-243,635,-76,0
1703416,688,-1136,64,-244,628,-76,0
1705936,672,-1216,-80,-244,628,-76,0
1708448,656,-1152,0,-245,630,-77,0
1710952,720,-1184,-16,-245,630,-77,0
1713472,640,-1184,-64,-245,628,-77,0
1715976,688,-1152,-80,-245,628,-77,0
1718488,672,-1120,0,-243,632,-78,0
1721000,672,-1216,16,-243,632,-78,0
